,OBJECTID,STATECODE,COUNTYCODE,GNIS_ID,ST_CNTY_CO,COUNTYNAME,LEGAL_NAME,CLASSCODE,LEGAL_DESC,CLASSCODE_,STATE_POST,GIS_ACRES,STATENAME,Count_,ID,comm_avg,res_avg
328,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
329,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
330,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
331,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
332,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
333,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
334,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
335,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
336,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
337,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
338,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
339,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
340,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
341,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
342,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
343,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
344,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
345,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
346,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
347,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
348,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
349,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
350,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
351,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
352,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
353,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
354,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
355,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
356,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
357,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
358,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
359,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
360,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
361,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
362,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
363,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
364,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
365,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
366,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
367,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
368,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
369,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
370,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
371,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
372,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
373,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
374,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
375,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
376,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
377,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
378,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
379,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
380,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
381,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
382,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
383,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
384,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
385,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
386,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
387,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
388,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
389,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
390,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
391,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
392,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
393,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
394,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
395,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
396,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
397,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
398,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
399,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
400,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
401,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
402,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
403,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
404,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
405,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
406,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
407,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
408,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
409,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
410,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
411,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
412,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
413,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
414,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
415,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
416,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
417,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
418,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
419,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
420,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
421,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
422,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
423,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
424,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
425,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
426,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
427,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
428,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
429,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
430,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
431,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
432,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
433,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
434,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
435,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
436,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
437,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
438,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
439,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
440,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
441,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
442,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
443,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
444,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
445,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
446,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
447,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
448,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
449,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
450,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
451,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
452,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
453,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
454,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
455,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
456,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
457,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
458,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
459,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
460,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
461,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
462,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
463,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
464,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
465,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
466,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
467,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
468,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
469,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
470,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
471,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
472,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
473,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
474,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
475,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
476,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
477,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
478,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
479,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
480,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
481,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
482,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
483,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
484,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
485,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
486,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
487,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
488,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
489,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
490,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
491,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
492,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
493,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
494,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
495,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
496,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
497,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
498,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
499,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
500,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
501,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
502,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
503,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
504,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
505,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
506,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
507,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
508,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
509,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
510,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
511,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
512,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
513,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
514,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
515,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
516,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
517,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
518,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
519,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
520,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
521,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
522,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
523,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
524,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
525,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
526,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
527,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
528,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
529,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
530,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
531,41,48,261,01383916,48261,Kenedy,Kenedy County,H1,County,An active county or equivalent feature,TX,915354.635,Texas,2,106,0.0,0.0
