,Country,Region,Subregion,Location,State_Regi,Location_t,Project_na,Capacity__,Size,Capacity_1,Capacity_2,Technology,Thermal_de,Thermal_eq,Feedwater,Customer_t,Industry,Customer,Plant_stat,Plant_type,Plant_supp,Plant_su_1,Procuremen,Concession,Dev_consor,EPC_price,Water_pric,Last_updat,Latitude,Longitude,name
425,U.S.A.,Americas,North America,Manalapan,Florida,Land based,Manalapan,8900.0,M,2.35,1.96,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Manalapan,Online,Stand-alone,Layne Christensen Company,100.0,EPC,0.0,,"336,100 USD",0.0,2016-08-11 13:24:44 UTC,26.5692364,-80.0447635,Manalapan
426,U.S.A.,Americas,North America,Camden,South Carolina,Land based,Camden,8720.0,M,2.3,1.92,MED (Multi-effect Distillation),MVC (Mechanical Vapour Compression),HTE (Horizontal Tube Evaporator),Wastewater,Industry (TDS <10ppm),Pulp & Paper,Int. Paper,Online,Stand-alone,GdF Suez,100.0,EPC,0.0,,"11,270,000 USD",0.0,2014-04-03 15:29:53 UTC,33.5845582,-92.8343294,Camden
427,U.S.A.,Americas,North America,Bastrop,Louisiana,Land based,Bastrop,8720.0,M,2.3,1.92,MED (Multi-effect Distillation),MVC (Mechanical Vapour Compression),HTE (Horizontal Tube Evaporator),Wastewater,Industry (TDS <10ppm),Pulp & Paper,Int. Paper,Online,Stand-alone,GdF Suez,100.0,EPC,0.0,,"11,820,000 USD",0.0,2014-04-03 15:29:59 UTC,32.7562463,-91.8723497,Bastrop
428,U.S.A.,Americas,North America,Torrance,California,Land based,Torrance,8720.0,M,2.3,1.92,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Online,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"7,890,000 USD",0.0,2012-06-27 03:32:04 UTC,33.835833,-118.340556,Torrance
429,U.S.A.,Americas,North America,Robinson,Texas,Land based,Robinson,8706.0,M,2.3,1.92,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Robinson,Presumed Online,Stand-alone,Medro Systems,100.0,EPC,0.0,,"6,210,000 USD",0.0,2016-01-27 09:25:55 UTC,31.4995248,-97.101366,Robinson
430,U.S.A.,Americas,North America,Columbus,Ohio,Land based,Columbus,8705.0,M,2.3,1.91,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Online,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"6,910,000 USD",0.0,2012-06-27 03:32:20 UTC,39.9611755,-82.9987942,Columbus
431,U.S.A.,Americas,North America,San Juan,Puerto Rico,Land based,San Juan,8704.0,M,2.3,1.91,RO (Reverse Osmosis),,,Wastewater,Power stations (TDS <10ppm),Power,Municipality,Presumed Offline,Stand-alone,Koch Industries Inc.,100.0,EPC,0.0,,"12,100,000 USD",0.0,2014-04-03 15:30:00 UTC,37.750556,-107.667222,San Juan
432,U.S.A.,Americas,North America,Babbitt,Minnesota,Land based,NorthMet Mining Project (Plant),8580.0,M,2.27,1.89,RO (Reverse Osmosis),,,Wastewater,Industry (TDS <10ppm),Mining,PolyMet Mining Corporation,Planned,Stand-alone,,0.0,,0.0,,,0.0,2017-07-26 11:56:09 UTC,47.7085278,-91.9446025,NorthMet M
433,U.S.A.,Americas,North America,Blythe,California,Land based,Blythe,8554.0,M,2.26,1.88,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Online,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"6,820,000 USD",0.0,2012-06-27 03:31:59 UTC,33.6103022,-114.5963456,Blythe
434,U.S.A.,Americas,North America,Palm Coast,Florida,Land based,"Water Treatment Plant No. 3, Palm Coast, Fl",8516.0,M,2.25,1.87,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Palm Coast,Online,,H2O Innovation,50.0,EPC,0.0,,,0.0,2018-04-26 16:36:02 UTC,29.5849736,-81.2078411,Water Trea
435,U.S.A.,Americas,North America,Highland Beach,Florida,Land based,Highland Beach,8516.0,M,2.25,1.87,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Municipality,Online,Stand-alone,H2O Innovation,33.33,EPC,0.0,,"725,000 USD",0.0,2012-06-27 03:32:08 UTC,26.3995204,-80.0655977,Highland B
436,U.S.A.,Americas,North America,Babbitt,Minnesota,Land based,NorthMet Mining Project (Mine),8450.0,M,2.23,1.86,NF (Nanofiltration),,,Wastewater,Industry (TDS <10ppm),Mining,PolyMet Mining Corporation,Planned,Stand-alone,,0.0,,0.0,,,0.0,2017-07-26 11:56:23 UTC,47.7085278,-91.9446025,NorthMet M
437,U.S.A.,Americas,North America,Escatawpa,Mississippi,Land based,Plant Daniel,8448.0,M,2.23,1.86,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Power,Mississippi Power,Online,,Aquatech International Corporation,100.0,,0.0,,,0.0,2015-03-13 12:35:45 UTC,30.482056,-88.5503639,Plant Dani
438,U.S.A.,Americas,North America,,,,City of Pella WTP,8176.0,M,2.16,1.8,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,,Harn R/O Systems Inc.,0.0,EPC,0.0,,,0.0,2017-07-20 13:50:11 UTC,41.4080327,-92.916405,City of Pe
439,U.S.A.,Americas,North America,El Segundo,California,Land based,El Segundo,8176.0,M,2.16,1.8,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Industry (TDS <10ppm),,,Presumed Online,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"6,390,000 USD",0.0,2012-06-27 03:32:00 UTC,33.9191799,-118.4164652,El Segundo
440,U.S.A.,Americas,North America,Texas City,Texas,Land based,Texas City,8176.0,M,2.16,1.8,MSF (Multi-stage Flash),Flash,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Refining/Chemicals,Union Carbide Corporation,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",50.0,EPC,0.0,,"7,460,000 USD",0.0,2015-03-10 10:30:01 UTC,29.383845,-94.9027002,Texas City
441,U.S.A.,Americas,North America,Allentown,Pennsylvania,Land based,Allentown,8175.0,M,2.16,1.8,RO (Reverse Osmosis),,,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),Electronics,AT&T,Presumed Online,Stand-alone,,0.0,EPC,0.0,,"4,710,000 USD",0.0,2015-03-10 12:25:19 UTC,40.6084305,-75.4901833,Allentown
442,U.S.A.,Americas,North America,Irvine,California,Land based,Irvine Desalter Project,8000.0,M,2.11,1.76,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,,Biwater Plc,100.0,EPC,0.0,,,0.0,2015-03-13 12:38:06 UTC,33.6839473,-117.7946942,Irvine Des
443,U.S.A.,Americas,North America,Idaho,Idaho,Land based,Idaho,7900.0,M,2.09,1.74,RO (Reverse Osmosis),,,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Presumed Online,Stand-alone,GdF Suez,100.0,EPC,0.0,,"5,410,000 USD",0.0,2012-06-27 03:32:13 UTC,44.5,-114.251111,Idaho
444,U.S.A.,Americas,North America,Dania,Florida,Land based,Dania Beach,7750.0,M,2.05,1.7,NF (Nanofiltration),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Tourist facilities as drinking water (TDS 10ppm - <1000ppm),,,Online,,Biwater Plc,50.0,EPC,0.0,,,0.0,2017-12-22 09:30:23 UTC,26.052222,-80.143889,Dania Beac
445,U.S.A.,Americas,North America,Freeport,Texas,Land based,Freeport,7630.0,M,2.02,1.68,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Industry (TDS <10ppm),,,Presumed Online,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"5,860,000 USD",0.0,2012-06-27 03:32:30 UTC,28.9541368,-95.3596617,Freeport
446,U.S.A.,Americas,North America,Phoenix,Arizona,Land based,Phoenix,7630.0,M,2.02,1.68,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Electronics,Motorola,Presumed Offline,Stand-alone,,0.0,EPC,0.0,,"7,030,000 USD",0.0,2014-04-03 15:29:54 UTC,33.4483771,-112.0740373,Phoenix
447,U.S.A.,Americas,North America,Santa Clara,California,Land based,Santa Clara,7624.0,M,2.01,1.68,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"7,740,000 USD",0.0,2012-06-27 03:32:03 UTC,37.354108,-121.9552356,Santa Clar
448,U.S.A.,Americas,North America,Malta,New York,Land based,Malta,7621.0,M,2.01,1.68,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Online,,GdF Suez,100.0,EPC,0.0,,,0.0,2014-08-13 09:47:15 UTC,42.9711869,-73.7926207,Malta
449,U.S.A.,Americas,North America,Malta,New York,Land based,Malta,7621.0,M,2.01,1.68,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Industry (TDS <10ppm),,,Online,,GdF Suez,100.0,EPC,0.0,,,0.0,2014-08-18 11:14:43 UTC,42.9711869,-73.7926207,Malta
450,U.S.A.,Americas,North America,Venice,Florida,Land based,Venice,7600.0,M,2.01,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Venice,Online,Stand-alone,EMCO Group,100.0,EPC,0.0,,"5,000,000 USD",0.0,2016-01-27 09:16:49 UTC,27.099722,-82.454167,Venice
451,U.S.A.,Americas,North America,Venice,Florida,Land based,Venice,7600.0,M,2.01,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Venice,Online,Stand-alone,Harn R/O Systems Inc.,100.0,EPC,0.0,,"5,000,000 USD",0.0,2016-01-27 09:17:12 UTC,27.099722,-82.454167,Venice
452,U.S.A.,Americas,North America,Puerto Rico,Puerto Rico,Land based,Puerto Rico,7600.0,M,2.01,1.67,MED (Multi-effect Distillation),TVC (Thermal Vapor Compression),HTE (Horizontal Tube Evaporator),Seawater (TDS 20000ppm - 50000ppm),Power stations (TDS <10ppm),Power,ENRON (closed),Online,Stand-alone,IDE Technologies Ltd.,100.0,EPC,0.0,,"18,010,000 USD",0.0,2017-11-20 17:35:45 UTC,17.981002,-66.755198,Puerto Ric
453,U.S.A.,Americas,North America,Gloucester,Virginia,Land based,Gloucester,7600.0,M,2.01,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,County,Online,Stand-alone,Mid-Eastern Builders General Contractors,50.0,EPC,0.0,,"3,800,000 USD",0.0,2014-08-11 13:34:20 UTC,37.413752,-76.5255062,Gloucester
454,U.S.A.,Americas,North America,Seward,Nebraska,Land based,Seward,7575.0,M,2.0,1.67,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Seward,Online,Stand-alone,Biwater Plc,100.0,EPC,0.0,,"4,020,000 USD",0.0,2016-01-27 09:17:55 UTC,40.906953,-97.0989229,Seward
455,U.S.A.,Americas,North America,Sarasota,Florida,Land based,Sarasota,7572.0,M,2.0,1.67,ED (Electrodialysis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Presumed Offline,Stand-alone,GdF Suez,100.0,EPC,0.0,,"7,770,000 USD",0.0,2012-06-27 03:32:11 UTC,27.3400547152,-82.53094482,Sarasota
456,U.S.A.,Americas,North America,,North Carolina,Land based,Craven County,7571.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,,H2O Innovation,0.0,,0.0,,,0.0,2015-09-11 10:22:22 UTC,35.0877672,-77.0564464,Craven Cou
457,U.S.A.,Americas,North America,Saline,Michigan,Land based,Saline,7571.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,Stand-alone,,0.0,EPC,0.0,,,0.0,2012-06-27 03:32:45 UTC,42.1667072,-83.7816075,Saline
458,U.S.A.,Americas,North America,Dare County,North Carolina,Land based,Dare County,7571.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,,,0.0,EPC,0.0,,,0.0,2014-08-13 08:44:43 UTC,35.6549619,-75.6208088,Dare Count
459,U.S.A.,Americas,North America,,Iowa,Land based,Iowa,7571.0,M,2.0,1.67,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Industry (TDS <10ppm),Power,,Online,,GENERAL ELECTRIC GROUP (GE),0.0,,0.0,,,0.0,2015-09-11 10:22:16 UTC,41.8780025,-93.097702,Iowa
460,U.S.A.,Americas,North America,Nevada,Missouri,Land based,Nevada,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Municipality,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"2,000,000 USD",0.0,2012-06-27 03:32:21 UTC,37.8392052,-94.3546719,Nevada
461,U.S.A.,Americas,North America,Stock Island,Florida,Land based,"FKAA desal expansion, FL",7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Florida Keys Aqueduct Authority,Construction,,Harn R/O Systems Inc.,0.0,DB,0.0,,,0.0,2017-12-21 15:18:54 UTC,24.5734511,-81.7408872,FKAA desal
462,U.S.A.,Americas,North America,Weatherford,Texas,Land based,"Weatherford reuse project, TX",7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Wastewater,Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Weatherford,Planned,Stand-alone,,0.0,,0.0,,,0.0,2018-07-24 10:34:27 UTC,32.7592955,-97.7972544,Weatherfor
463,U.S.A.,Americas,North America,Clewiston,Florida,Land based,Clewiston,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Online,,Veolia,100.0,EPC,0.0,,,0.0,2014-08-12 12:38:59 UTC,26.7542312,-80.9336753,Clewiston
464,U.S.A.,Americas,North America,Stock Island,Florida,Land based,"Stock Island RO plant, FL",7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Florida Keys Aqueduct Authority,Planned,Stand-alone,,0.0,,0.0,,,0.0,2018-08-20 13:12:12 UTC,24.5734511,-81.7408872,Stock Isla
465,U.S.A.,Americas,North America,Moscow,Ohio,Land based,"Moscow, OH",7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Tate-Monroe Water Association Inc.,Online,Stand-alone,Koch Industries Inc.,100.0,EPC,0.0,,,0.0,2012-06-27 03:34:25 UTC,38.8570117,-84.2291017,"Moscow, OH"
466,U.S.A.,Americas,North America,Laguna Madre,Texas,Land based,"Laguna Madre, TX",7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),,Laguna Madre Water District,On Hold,Stand-alone,,0.0,,0.0,,,0.0,2018-05-25 11:14:32 UTC,26.7970028,-97.4594283,Laguna Mad
467,U.S.A.,Americas,North America,,,,North Jensen WWTP,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,,Harn R/O Systems Inc.,0.0,EPC,0.0,,,0.0,2017-07-20 14:03:42 UTC,27.0804935,-80.4103957,North Jens
468,U.S.A.,Americas,North America,Stock Island,Florida,Land based,Stock Island,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Florida Keys Aqueduct Authority,Online,Stand-alone,Cardinal,100.0,EPC,0.0,,"19,120,000 USD",0.0,2017-12-21 15:35:42 UTC,24.5670908,-81.7384235,Stock Isla
469,U.S.A.,Americas,North America,Baltimore,Maryland,Land based,Baltimore,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,County,Online,Stand-alone,American Engineering Services,50.0,EPC,0.0,,"4,970,000 USD",0.0,2012-06-27 03:32:17 UTC,39.2903848,-76.6121893,Baltimore
470,U.S.A.,Americas,North America,Venice Gardens,Florida,Land based,Venice Gardens,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Sarasota County,Online,,Doosan,100.0,EPC,0.0,,,0.0,2014-08-13 13:10:22 UTC,27.0690619529,-82.4055976857,Venice Gar
471,U.S.A.,Americas,North America,Venice Gardens,Florida,Land based,Venice Gardens Water Treatment Plant,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Sarasota County,Online,,Doosan,100.0,EPC,0.0,,,0.0,2014-08-13 13:10:43 UTC,27.0690619529,-82.4055976857,Venice Gar
472,U.S.A.,Americas,North America,Vero Beach,Florida,Land based,Vero Beach,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Area of Vero Beach,Presumed Online,Stand-alone,Nitto Denko Corporation,100.0,EPC,0.0,,"2,300,000 USD",0.0,2016-01-27 09:20:37 UTC,27.6386434,-80.3972736,Vero Beach
473,U.S.A.,Americas,North America,Clearwater,Florida,Land based,Clearwater,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Clearwater,Online,Stand-alone,,0.0,EPC,0.0,,"2,050,000 USD",0.0,2016-01-27 09:19:54 UTC,27.9658533,-82.8001026,Clearwater
474,U.S.A.,Americas,North America,Nevada,Missouri,Land based,Nevada,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Nevada,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"6,980,000 USD",0.0,2016-01-27 09:21:29 UTC,37.8392052,-94.3546719,Nevada
475,U.S.A.,Americas,North America,Waupun,Wisconsin,Land based,Waupun WTP,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,"City of Waupun, WI",Online,,Koch Industries Inc.,100.0,EPC,0.0,,,0.0,2014-08-13 11:17:23 UTC,43.626632343,-88.7296028127,Waupun WTP
476,U.S.A.,Americas,North America,Harlingen,Texas,Land based,Harlingen,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Harlingen WaterWorks System (HWWS),Online,Stand-alone,"Hydropro, Inc.",100.0,EPC,0.0,,"1,070,000 USD",0.0,2017-11-21 14:14:58 UTC,26.1906306,-97.6961026,Harlingen
477,U.S.A.,Americas,North America,Oceanside,California,Land based,Oceanside,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Oceanside,Presumed Online,Stand-alone,Nitto Denko Corporation,100.0,EPC,0.0,,"6,980,000 USD",0.0,2016-01-27 09:18:29 UTC,33.1958696,-117.3794834,Oceanside
478,U.S.A.,Americas,North America,Pinellas County,Florida,Land based,Pinellas County WTE WTP,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,Pinellas County,Online,,Biwater Plc,100.0,EPC,0.0,,,0.0,2014-08-12 13:29:08 UTC,27.876394,-82.7778579,Pinellas C
479,U.S.A.,Americas,North America,Hollywood,Florida,Land based,Hollywood WTP Expansion,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,,Biwater Plc,100.0,EPC,0.0,,,0.0,2016-06-27 09:47:08 UTC,26.0112014,-80.1494901,Hollywood
480,U.S.A.,Americas,North America,Ponce,Florida,Land based,PC Ponce,7570.0,M,2.0,1.67,MED (Multi-effect Distillation),,HTE (Horizontal Tube Evaporator),Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,ENRON (closed),Online,Stand-alone,IDE Technologies Ltd.,100.0,EPC,0.0,,"17,950,000 USD",0.0,2017-12-22 09:30:37 UTC,29.096111,-80.936944,PC Ponce
481,U.S.A.,Americas,North America,Hollywood,Florida,Land based,City of Hollywood,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Hollywood,Online,,Doosan,100.0,EPC,0.0,,,0.0,2012-06-27 03:34:25 UTC,26.0112014,-80.1494901,City of Ho
482,U.S.A.,Americas,North America,Jupiter,Florida,Land based,Jupiter,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Town of Jupiter,Online,Stand-alone,Layne Christensen Company,100.0,EPC,0.0,,"300,000 USD",0.0,2016-01-27 09:20:20 UTC,26.9342246,-80.0942087,Jupiter
483,U.S.A.,Americas,North America,Grand Forks,North Dakota,Land based,Grand Forks,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Trail Water Use,Online,Stand-alone,Harn R/O Systems Inc.,100.0,EPC,0.0,,"6,210,000 USD",0.0,2012-06-27 03:32:20 UTC,47.9252568,-97.0328547,Grand Fork
484,U.S.A.,Americas,North America,Big Spring,Texas,Land based,"CRMWD Raw Water Production Facility, Big Spring",7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Wastewater,Municipalities as drinking water (TDS 10ppm - <1000ppm),,Colorado River Municipal Water District,Online,Stand-alone,,0.0,EPC,0.0,,,0.0,2016-05-20 15:11:07 UTC,32.250398,-101.4787356,CRMWD Raw
485,U.S.A.,Americas,North America,Raymondville,Texas,Land based,"Raymondville BWRO, TX",7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Raymondville,Planned,,,0.0,DB,0.0,,,0.0,2016-05-27 09:45:02 UTC,26.4814565,-97.783051,Raymondvil
486,U.S.A.,Americas,North America,San Luis Rey,California,Land based,San Luis Rey,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of San Luis Rey,Presumed Online,Stand-alone,Nitto Denko Corporation,100.0,EPC,0.0,,"6,210,000 USD",0.0,2016-01-27 09:19:26 UTC,33.2319797,-117.3236485,San Luis R
487,U.S.A.,Americas,North America,Marco Island,Florida,Land based,Marco Island,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Trility Pty. Ltd.,Online,Stand-alone,Harn R/O Systems Inc.,100.0,EPC,0.0,,"6,210,000 USD",0.0,2018-08-20 14:21:22 UTC,25.9412098,-81.7184207,Marco Isla
488,U.S.A.,Americas,North America,St. Augustine,Florida,Land based,St. Augustine,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,,Aerex Global Water Solutions,100.0,EPC,0.0,,,0.0,2014-08-12 13:10:30 UTC,29.895833,-81.311667,St. August
489,U.S.A.,Americas,North America,Cape May plant,New Jersey,Land based,Cape May,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Cape May,Online,Stand-alone,GdF Suez,100.0,EPC,0.0,,"900,000 USD",0.0,2016-01-27 09:24:00 UTC,38.9443820816,-74.9621039629,Cape May
490,U.S.A.,Americas,North America,Doolittle,Texas,Land based,Doolittle,7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,North Alamo Water Supply Corporation,Online,,Doosan,100.0,EPC,0.0,,,0.0,2014-09-05 13:10:51 UTC,26.364444,-98.121389,Doolittle
491,U.S.A.,Americas,North America,Oldsmar,Florida,Land based,"Oldsmar, FL",7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Oldsmar,Online,Stand-alone,WPC Engineering,100.0,EPC,0.0,,,0.0,2014-04-03 15:30:16 UTC,28.0297835153,-82.6625061035,"Oldsmar, F"
492,U.S.A.,Americas,North America,Seminole,Texas,Land based,"Seminole, TX",7570.0,M,2.0,1.67,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Texas Water Development Board / Office of Rural Community Affairs,On Hold,Stand-alone,,0.0,EPC,0.0,,"31,572,000 USD",0.0,2018-05-25 11:14:20 UTC,32.7189926,-102.6449101,"Seminole,"
